transaction_amount,hour,account_age_days,transactions_last_24h,device_changes,country_mismatch,failed_attempts,is_risky
2563.28,15,1978,17,4,1,4,1
5532.23,12,998,19,4,1,1,1
451.67,14,1115,22,4,0,1,1
4758.15,23,437,1,2,0,4,1
675.54,15,1617,27,4,0,1,1
536.15,20,831,12,1,1,3,1
538.33,22,1512,15,2,0,0,0
5055.31,23,1799,18,4,0,4,1
3282.64,8,1195,28,2,1,0,1
2221.13,2,1872,23,1,1,3,1
1333.38,18,941,14,4,0,1,0
6291.61,19,1435,1,0,1,2,0
1494.94,4,1541,13,1,1,3,1
5088.25,9,1071,15,3,1,2,1
1734.82,16,1988,7,3,0,0,0
1419.36,14,520,15,1,0,4,0
1863.48,22,402,20,3,0,1,1
1075.94,7,722,10,1,1,3,1
4130.33,14,503,14,0,0,1,0
2095.81,20,1233,6,1,0,2,0
792.73,13,1288,14,4,1,2,1
6895.02,19,1212,24,4,1,5,1
1453.0,6,556,25,2,0,4,1
2352.85,20,603,22,3,1,2,1
7108.49,22,398,12,3,0,4,1
2936.4,11,1431,11,1,0,5,0
372.94,16,1765,29,3,0,3,1
8431.85,16,167,25,4,1,5,1
2964.23,9,1037,20,0,1,4,1
1223.48,18,176,22,1,0,2,0
449.93,13,1501,24,3,0,0,1
4740.0,10,969,25,4,0,4,1
2903.33,1,418,19,2,0,1,1
2287.24,17,1445,2,3,1,0,1
6729.91,6,1237,22,0,0,4,1
4661.97,11,203,20,0,0,1,0
493.47,1,244,1,3,1,5,1
1120.69,19,727,8,3,0,0,0
857.01,17,1183,25,4,0,4,1
4087.1,5,1192,14,3,0,3,1
102.32,23,1312,9,2,0,5,1
2531.14,9,825,2,4,0,1,0
4312.24,19,413,25,1,1,3,1
6281.0,14,902,23,2,1,2,1
1256.02,4,687,5,4,1,5,1
5165.42,19,1344,23,4,1,5,1
351.73,2,77,29,0,0,4,1
5621.23,4,1496,25,4,1,4,1
409.14,7,97,8,2,1,1,1
1518.94,7,226,16,3,1,5,1
4788.02,7,10,22,2,1,4,1
487.27,11,1168,16,1,1,2,1
781.18,23,1730,13,4,1,4,1
3843.13,22,1384,20,4,1,5,1
3819.29,7,149,29,4,1,0,1
3074.53,10,627,15,4,0,3,1
3552.01,13,142,1,0,1,5,1
2347.41,7,1653,22,0,0,2,0
870.25,23,187,3,3,1,5,1
1272.55,9,819,6,4,1,2,1
601.2,6,1391,22,1,1,5,1
7172.63,16,389,14,3,0,3,1
2626.83,3,917,4,4,0,3,1
1536.74,12,1904,18,0,1,2,1
1859.72,3,667,15,1,0,5,1
8828.47,4,459,9,3,1,3,1
499.41,21,595,18,1,0,1,0
2647.33,3,472,3,4,0,5,1
2114.98,17,999,10,2,0,3,1
2836.03,5,1141,17,1,1,0,1
54.83,23,131,7,1,0,0,0
6170.08,23,26,15,0,0,1,0
8069.97,22,1229,1,4,1,3,1
2498.15,21,336,27,1,0,0,0
3578.61,1,327,25,4,1,5,1
7672.41,22,818,27,0,1,4,1
3685.19,10,1512,11,4,0,3,1
496.53,13,1285,17,0,1,1,1
2576.11,4,512,5,0,0,3,1
2799.66,5,128,7,3,0,2,0
1655.62,9,1707,19,4,1,2,1
4000.47,7,719,25,2,0,0,1
8171.03,13,1531,24,3,0,2,1
7793.63,23,1519,29,0,1,1,1
1798.09,2,54,15,2,1,0,1
360.54,11,323,3,1,0,1,0
12567.52,15,1212,15,1,1,5,1
5477.15,22,1927,5,3,1,1,1
399.44,16,427,23,2,1,2,1
7608.92,0,565,12,4,1,5,1
6118.27,22,1816,20,2,0,2,1
2194.65,9,1111,5,3,0,1,0
2684.14,22,335,3,4,1,2,1
1527.49,9,1723,9,4,0,2,0
168.95,20,1390,26,1,1,2,1
1224.79,23,1449,9,2,1,3,1
4871.42,1,1996,7,4,0,5,1
13.93,8,524,26,3,0,5,1
1217.14,21,223,2,1,0,5,0
1523.33,12,1887,23,4,0,1,1
2312.65,15,83,23,2,1,4,1
7571.78,17,1596,27,1,1,1,1
1275.53,18,1612,21,2,0,5,1
1278.32,11,518,16,2,1,0,1
4012.53,7,341,9,2,0,2,0
1805.63,16,1126,13,1,0,2,0
763.15,14,697,28,4,0,4,1
1806.85,9,666,27,0,1,0,1
455.46,14,1552,19,4,1,3,1
582.16,14,1302,20,1,0,1,0
2069.66,22,1409,17,0,0,3,1
1628.63,6,1867,6,0,0,0,0
7389.88,12,1037,4,0,0,4,0
1350.1,16,1171,1,3,1,0,1
2606.71,8,1264,18,1,1,4,1
3001.17,7,609,19,3,0,3,1
39.54,19,1562,9,0,0,3,0
3267.8,20,1085,13,3,1,0,1
588.18,17,1679,8,3,0,0,0
9737.99,12,1756,23,1,1,2,1
482.84,15,334,13,2,1,4,1
1606.5,8,1001,15,3,0,2,0
267.64,11,1938,11,3,1,1,1
17304.24,11,1764,12,0,1,1,1
2092.64,5,726,14,0,1,0,0
2714.46,18,732,4,0,1,3,1
208.3,6,286,1,4,0,1,0
4158.41,2,545,24,3,1,1,1
706.81,15,1519,4,0,1,2,0
6849.94,17,1549,19,1,1,2,1
688.77,15,161,9,4,0,1,0
634.71,22,964,10,2,0,0,0
111.7,6,1516,4,3,0,2,0
1916.36,3,268,20,3,1,1,1
2496.13,7,333,9,1,0,3,0
203.9,12,1026,13,2,0,2,0
4482.01,12,878,12,2,0,1,0
1811.5,16,1201,11,4,1,4,1
2229.47,16,697,12,3,0,2,0
1743.54,4,319,18,0,0,4,1
1536.29,5,812,12,1,0,2,0
2460.49,18,1512,16,1,1,2,1
506.11,12,1089,5,1,1,5,1
602.42,13,629,20,1,0,5,1
5936.85,21,482,25,0,0,4,1
8762.74,3,1329,12,0,0,0,0
1401.91,6,470,21,4,1,1,1
947.19,7,1357,25,3,1,0,1
3098.47,12,823,11,0,0,0,0
1576.47,5,855,9,4,1,5,1
77.14,5,1174,18,2,0,1,1
509.35,23,676,25,3,1,5,1
3776.05,20,271,3,0,0,5,0
3226.95,2,1818,20,2,1,5,1
82.41,2,1453,17,4,0,3,1
752.98,12,1777,14,0,1,0,0
788.28,21,1274,1,0,0,0,0
3343.24,1,364,17,2,0,0,1
59.72,15,1882,25,0,0,3,1
329.81,21,779,27,1,0,2,0
4827.06,5,1794,8,0,1,4,1
590.03,7,1622,5,3,0,4,1
3173.1,22,189,5,2,1,3,1
816.15,7,75,9,3,1,0,1
314.22,5,829,3,4,0,4,1
835.86,13,1381,19,3,0,3,1
3843.28,2,180,23,1,0,5,1
5807.51,9,483,9,1,0,1,0
5319.75,2,543,22,3,1,4,1
1518.43,11,1400,18,4,1,1,1
3308.63,16,1140,16,0,1,0,1
688.18,4,448,1,1,1,4,1
1040.8,19,844,2,3,0,3,1
6799.8,8,236,14,3,1,2,1
39.26,20,1477,14,3,0,4,1
268.16,19,451,1,0,0,4,0
699.15,6,405,26,2,1,4,1
80.67,21,737,26,4,1,4,1
600.61,3,1614,25,2,1,3,1
2624.31,12,93,16,4,1,3,1
1641.56,12,1648,15,4,1,2,1
6695.59,9,1584,26,3,1,3,1
5102.09,17,1046,15,1,0,3,0
1254.82,16,1842,12,3,0,0,0
900.98,19,1858,16,0,0,0,0
1432.62,19,702,14,4,1,1,1
2676.95,12,502,29,1,0,2,0
936.19,16,1301,24,4,0,0,1
2935.69,21,1558,15,4,0,2,0
1579.91,3,1153,23,3,0,2,1
2409.2,0,979,15,1,0,4,1
1718.78,0,362,19,1,0,5,1
1046.4,14,1090,8,4,1,5,1
8895.8,12,49,2,1,1,5,1
4326.76,16,1919,2,1,1,2,0
452.86,23,1369,27,3,0,4,1
6085.51,7,649,10,2,1,1,1
2004.96,17,182,3,0,1,1,0
6748.62,12,1580,23,2,0,5,1
4826.14,22,268,17,1,1,1,1
1661.27,13,1921,8,4,0,4,1
68.18,7,526,28,0,1,5,1
938.7,7,739,23,0,0,4,1
2340.26,14,532,4,4,0,1,0
3011.09,12,1927,14,0,1,5,1
894.76,6,848,21,4,0,4,1
450.22,4,126,10,0,1,3,1
5404.16,16,193,29,2,0,3,1
12481.87,15,1939,1,0,1,4,1
2237.68,22,1907,4,3,1,4,1
565.06,1,1149,1,4,0,0,1
953.63,21,171,17,0,1,0,1
55.69,17,1612,26,4,1,2,1
7370.67,16,1745,17,3,1,5,1
375.84,6,552,7,0,0,2,0
2577.72,12,1620,23,0,0,2,0
960.84,17,1270,20,3,1,1,1
2423.51,13,848,15,3,1,3,1
3161.67,17,1099,13,3,0,1,0
5311.32,12,1103,28,4,0,5,1
693.61,10,1842,2,3,1,4,1
33.17,20,456,28,4,0,0,1
441.62,20,425,19,2,0,5,1
6908.31,15,541,24,0,1,4,1
6211.8,22,450,13,0,0,5,0
2729.53,16,747,24,1,0,4,1
2752.75,7,1979,11,2,0,0,0
3281.2,18,473,27,3,1,4,1
578.47,19,1954,22,3,0,2,1
7374.63,14,405,15,2,1,5,1
1627.83,8,720,10,3,0,0,0
1449.33,19,1584,9,1,0,4,0
2195.15,9,1690,27,4,1,2,1
144.31,11,1590,28,0,1,2,1
545.59,20,404,9,2,1,3,1
4018.62,22,335,20,0,1,2,1
259.28,19,1926,28,4,0,1,1
2772.61,0,1952,1,2,1,0,1
844.5,19,1124,17,4,1,0,1
1479.43,8,759,12,3,1,0,1
1021.96,21,1103,10,3,0,4,1
1318.65,14,1199,5,3,0,5,1
3808.69,0,651,29,4,1,4,1
1057.71,11,223,18,4,1,1,1
2506.93,2,1885,15,4,1,5,1
1939.08,10,1634,6,0,1,2,0
3269.0,1,1368,7,4,0,4,1
8285.76,15,1797,17,3,1,5,1
3956.72,8,378,6,1,0,2,0
725.99,14,1894,8,4,1,5,1
95.04,11,1617,12,1,1,2,0
912.51,0,1710,21,3,0,5,1
2712.18,12,58,14,4,1,4,1
158.39,13,1085,12,0,1,4,1
2057.72,7,1322,23,0,1,1,1
2725.29,7,1823,10,1,1,3,1
1220.5,11,1659,22,0,0,0,0
4420.95,0,1272,20,0,1,4,1
338.16,10,142,15,0,1,4,1
234.33,7,1008,7,3,0,2,0
3907.94,9,795,26,0,1,3,1
2052.51,18,1199,9,2,0,4,1
3498.13,10,1407,10,4,1,5,1
1711.87,6,382,10,0,1,3,1
848.69,10,1838,16,0,1,0,1
5129.47,16,1511,29,0,0,5,1
4819.56,0,1788,7,2,0,2,1
3559.35,20,488,28,0,1,1,1
952.96,20,841,5,0,0,5,0
2676.48,7,659,23,4,1,0,1
1343.43,22,1624,3,2,0,5,1
288.15,23,691,18,2,1,3,1
7478.1,5,1668,11,0,0,3,0
441.39,21,697,15,2,1,0,1
9001.47,17,1333,21,1,0,3,1
1771.8,5,91,20,2,0,5,1
614.19,4,96,5,2,0,1,1
2342.01,12,234,24,2,0,5,1
6189.43,18,25,12,3,1,1,1
3952.82,21,831,4,3,1,3,1
4928.38,7,1391,15,3,0,5,1
3225.71,8,172,9,2,1,3,1
3535.66,16,1643,7,1,0,1,0
5675.32,2,1701,10,2,1,3,1
861.72,18,523,29,0,0,4,1
2016.65,10,359,28,1,1,2,1
750.04,23,1942,23,3,1,5,1
13186.68,16,690,13,4,0,4,1
8650.39,20,1497,29,1,0,3,1
120.68,18,1860,8,3,0,3,1
3668.19,1,1870,12,1,0,2,0
7780.75,7,1408,22,1,0,3,1
597.46,18,1125,24,2,1,2,1
2517.61,6,190,19,0,0,5,1
7412.6,16,752,26,4,1,1,1
103.61,5,1334,26,3,0,2,1
3586.23,18,669,1,1,1,2,0
1058.68,23,1825,16,4,1,4,1
7746.75,5,1222,22,1,0,3,1
10627.41,1,1892,17,0,0,5,1
8661.52,5,1895,25,4,1,1,1
1928.58,22,1347,18,3,1,0,1
5942.43,4,502,11,1,0,2,0
5584.28,18,932,18,0,1,0,1
1153.02,19,1955,7,4,1,3,1
5296.79,3,137,18,1,1,2,1
113.13,21,1552,26,1,1,0,1
2721.03,16,1459,8,3,1,4,1
784.13,10,1592,6,0,1,0,0
385.43,3,574,7,2,0,4,1
240.23,12,1220,23,1,0,1,0
3575.03,19,559,22,4,0,3,1
1245.98,16,462,10,3,0,5,1
3870.41,8,480,11,3,1,0,1
202.77,3,997,25,1,0,2,1
1136.28,22,747,13,1,1,3,1
2326.27,13,1598,9,1,1,0,0
4692.29,18,1944,7,2,0,2,0
1151.49,2,233,9,1,0,2,0
2949.63,13,163,13,0,1,5,1
6514.08,7,569,26,4,0,5,1
2870.27,23,360,3,1,0,2,0
795.65,0,1180,3,2,1,5,1
74.11,9,1938,1,4,1,2,1
6122.95,17,1609,21,3,1,0,1
64.5,15,358,20,1,1,1,1
6231.17,7,191,2,4,1,5,1
2258.29,0,646,25,3,1,4,1
8393.98,11,1027,3,2,0,4,1
4810.12,7,188,15,0,0,4,0
18546.58,23,1072,24,1,0,1,1
1295.64,15,781,6,0,1,2,0
4372.58,17,903,13,2,1,2,1
1542.15,3,1036,21,4,0,3,1
1961.06,5,1025,1,4,0,4,1
2962.6,11,73,20,2,0,4,1
6206.74,8,38,19,2,1,2,1
12421.19,14,381,1,1,0,4,1
4386.59,15,1556,28,3,0,2,1
1622.65,23,106,21,0,0,2,0
1641.21,11,1903,22,0,1,5,1
4013.45,23,1475,2,4,0,2,0
818.49,22,1236,15,4,0,0,0
351.2,13,1444,14,1,1,0,0
1313.76,12,1002,19,2,1,0,1
1015.83,1,30,11,0,1,0,1
1054.24,2,1584,15,1,1,1,1
798.18,23,744,6,4,1,3,1
129.01,21,1135,20,4,0,3,1
54.11,9,1079,9,0,0,2,0
13199.93,8,75,5,4,1,4,1
1674.66,19,612,20,4,1,0,1
1455.12,7,1197,2,3,1,3,1
3415.0,9,1144,6,2,1,3,1
738.68,18,347,26,4,0,0,1
8984.87,2,132,18,3,0,1,1
4630.18,23,1738,28,1,1,1,1
280.99,4,456,29,4,1,3,1
1621.69,2,620,23,1,1,1,1
6338.83,15,1324,19,4,1,5,1
8686.68,16,680,9,0,0,0,0
1889.96,14,1445,27,3,1,3,1
2851.18,2,624,21,3,1,0,1
548.29,11,906,24,0,0,1,0
14188.33,8,290,27,2,1,0,1
790.61,20,1076,6,3,0,1,0
8580.03,11,1519,14,1,1,1,0
3146.44,14,605,28,3,1,0,1
2807.47,1,1996,26,2,0,1,1
2156.56,22,712,24,1,1,5,1
786.71,17,1084,29,1,0,2,0
582.68,19,1931,13,0,0,0,0
747.25,11,219,11,4,0,2,0
619.0,22,135,12,0,1,0,0
4536.72,3,501,19,4,1,1,1
1292.93,22,1542,19,0,0,1,0
178.75,15,969,21,4,1,3,1
10431.25,22,979,27,3,1,5,1
6456.96,15,590,26,1,1,3,1
7882.96,0,786,19,4,0,2,1
15840.15,21,267,24,3,0,1,1
573.1,1,1963,26,2,1,3,1
1513.75,2,1221,13,0,0,1,0
4259.41,20,239,28,2,1,0,1
3572.39,19,198,14,3,1,3,1
501.34,16,1448,24,2,1,2,1
5075.74,19,19,18,2,0,3,1
762.51,21,1147,12,3,0,1,0
760.1,20,1109,4,1,1,4,1
2309.92,0,685,10,4,0,4,1
2696.38,19,511,29,0,1,5,1
2603.12,5,94,17,4,0,1,1
287.84,14,58,4,0,0,0,0
6297.97,13,1528,12,4,0,3,1
926.1,19,847,13,2,1,4,1
416.11,14,1017,29,1,1,0,1
6587.87,13,698,27,2,1,1,1
9347.03,20,396,29,1,0,0,0
5944.28,23,979,4,3,1,1,1
4974.56,4,1422,10,0,1,5,1
3194.74,5,1015,25,0,1,3,1
2401.24,16,227,3,3,1,0,1
273.01,10,1734,15,4,0,3,1
1575.04,15,1014,2,3,0,0,0
1398.94,11,1379,25,3,1,1,1
902.32,14,1263,25,1,0,1,0
3855.77,22,264,17,3,0,0,1
2054.8,3,245,6,0,0,5,1
253.56,17,1059,26,2,0,1,1
746.09,20,1617,8,1,0,2,0
3449.01,2,1294,3,1,1,2,1
237.55,21,1799,27,4,0,3,1
5715.6,7,280,25,2,1,2,1
2050.46,22,132,18,1,1,2,1
1965.17,2,665,22,3,1,5,1
2692.46,7,1290,1,1,0,5,0
5223.44,17,1689,29,1,0,4,1
1282.25,9,1454,16,1,0,4,1
3399.76,19,268,7,4,0,5,1
2502.28,16,957,3,1,1,4,1
931.94,7,56,23,1,1,5,1
6326.73,22,872,4,4,1,4,1
4789.95,10,534,9,2,0,1,0
3222.8,4,897,5,0,1,5,1
5703.02,12,217,19,4,1,3,1
6058.86,20,1344,15,4,1,3,1
3696.74,22,756,8,1,0,5,0
5442.26,4,158,6,1,1,2,1
3586.74,23,1867,18,0,1,3,1
3419.62,12,447,19,1,0,2,0
2891.81,5,164,24,3,1,3,1
4191.66,4,1711,15,1,0,0,0
518.08,8,1123,26,1,1,0,1
6382.64,15,1731,7,3,0,5,1
6163.51,1,1863,10,0,0,3,1
89.05,0,367,6,3,0,1,1
5242.94,7,1207,14,4,1,2,1
413.89,18,1250,17,3,1,3,1
1224.44,10,1940,9,2,0,5,1
4081.98,11,465,19,4,0,2,1
525.78,11,785,5,1,0,4,0
5110.7,6,1642,23,4,0,5,1
5353.77,12,638,7,0,0,3,0
2124.59,7,1232,19,0,0,1,0
19.22,21,841,20,3,0,4,1
1014.98,8,495,26,4,0,5,1
2878.59,6,542,7,1,0,3,0
11919.49,20,209,24,0,0,0,1
2997.5,23,380,2,1,0,3,0
902.52,14,1023,25,2,0,0,1
3015.41,1,1992,23,0,1,0,1
2329.49,22,862,16,3,0,5,1
4540.28,19,1481,13,2,1,3,1
339.44,11,257,8,4,1,3,1
4294.23,0,797,6,1,1,0,1
2337.86,22,273,6,0,0,2,0
9889.86,21,1091,9,2,1,4,1
1255.07,7,1335,4,2,0,1,0
3004.09,4,40,27,0,1,3,1
8065.98,14,1531,11,4,0,4,1
324.46,0,1282,5,4,0,4,1
8304.76,0,614,25,3,1,2,1
3493.16,9,1810,17,4,1,4,1
210.74,21,1304,20,3,0,3,1
1074.16,9,1639,7,2,1,5,1
3694.77,20,1699,27,0,0,5,1
209.18,14,1427,15,4,0,4,1
2618.05,16,1830,25,3,0,3,1
1273.41,21,511,15,2,1,3,1
2909.99,5,1625,14,4,0,0,0
140.46,2,1837,13,1,0,2,0
6156.34,12,1117,11,2,0,1,0
10890.58,15,1398,28,4,0,0,1
10409.51,7,895,13,2,1,1,1
4154.71,14,558,26,0,1,3,1
418.08,16,1375,22,0,1,5,1
4259.72,16,848,28,0,1,0,1
74.68,21,1440,24,1,0,4,1
67.12,12,1458,29,0,0,4,1
1172.96,16,1777,9,1,0,1,0
2012.06,5,1126,10,0,0,3,0
4414.35,16,857,4,2,0,5,1
3449.36,15,623,17,4,0,1,1
1771.24,13,421,14,4,1,5,1
959.07,12,441,24,0,0,2,0
17554.59,5,687,18,4,0,5,1
1666.33,2,168,11,0,0,4,1
1801.09,13,23,16,0,1,0,1
536.03,13,382,1,3,0,0,0
4751.45,14,234,29,3,0,0,1
3549.4,7,1538,7,3,0,5,1
748.35,14,1106,28,1,1,4,1
257.92,21,1282,10,3,0,5,1
3422.99,12,520,9,0,0,3,0
3188.39,16,612,27,2,1,4,1
957.56,20,225,28,3,0,4,1
9039.46,23,1635,28,3,1,5,1
491.29,2,1574,25,2,0,5,1
1698.67,5,1980,3,0,1,0,0
8626.71,4,1850,22,1,0,4,1
1632.77,21,1972,23,3,0,0,1
3052.7,16,997,14,2,1,3,1
1520.47,22,1253,26,0,0,2,0
961.51,1,849,25,4,0,0,1
12401.31,14,736,15,1,1,5,1
1579.51,4,1254,2,2,0,1,1
6735.76,19,1422,24,2,1,2,1
783.92,5,563,14,2,0,3,1
718.98,5,1680,16,3,1,5,1
94.89,17,1075,7,4,0,2,0
3163.79,17,685,4,1,0,5,0
1379.1,3,882,18,0,1,0,1
5993.21,16,292,24,0,0,5,1
1922.86,13,1091,27,4,1,3,1
10344.25,13,1847,5,2,1,1,1
615.64,12,843,6,2,1,0,1
6089.06,6,546,27,2,0,0,1
4496.33,11,1106,7,2,0,3,1
4421.08,22,1918,15,2,0,3,1
5588.8,14,932,26,4,1,2,1
4294.18,18,1162,1,3,1,1,1
2952.27,10,1632,24,1,1,5,1
422.08,14,851,4,2,0,2,0
99.2,11,1459,29,3,1,5,1
7609.15,2,957,25,0,0,5,1
2876.42,16,674,1,4,0,5,1
4776.82,2,1727,11,3,0,2,1
1970.58,18,1158,18,2,0,0,1
374.34,19,76,14,2,0,3,1
401.23,3,15,22,2,0,0,1
3470.94,2,646,11,3,0,1,1
1687.97,15,323,10,2,0,2,0
671.4,11,1359,27,3,1,1,1
2029.43,7,574,17,2,0,3,1
199.09,23,1611,4,0,0,3,0
2616.62,16,835,24,0,1,4,1
940.0,6,515,15,1,1,1,0
4791.92,10,1115,26,2,1,0,1
1114.77,17,1632,16,2,1,1,1
1822.12,0,1035,21,3,0,2,1
35.07,2,213,13,3,1,3,1
225.62,3,671,9,2,1,3,1
1495.18,12,814,11,1,1,1,0
1961.43,5,413,11,2,1,1,1
2749.03,13,1136,6,3,0,5,1
1034.5,4,545,1,2,1,1,1
3562.15,15,1401,22,3,1,5,1
5900.96,14,1245,6,2,1,2,1
4540.35,14,586,13,4,1,2,1
121.28,3,1994,22,3,0,0,1
1964.71,7,1242,24,1,1,1,1
332.56,15,772,22,4,1,0,1
831.39,15,1930,5,2,1,4,1
12951.55,3,126,15,3,0,2,1
461.19,12,637,27,4,1,3,1
2072.78,12,758,18,1,1,5,1
2888.23,1,1511,20,3,0,4,1
3636.67,2,114,14,4,1,3,1
2460.55,21,504,15,4,0,4,1
29.46,7,1804,26,4,0,0,1
1185.63,23,55,5,0,1,0,0
2187.64,14,832,26,2,1,5,1
275.91,10,1364,4,3,0,2,0
1295.24,8,1249,2,3,0,5,1
101.3,6,991,7,3,1,3,1
245.51,12,969,10,4,0,4,1
1517.13,1,1525,16,2,0,5,1
427.17,7,1846,10,1,1,1,0
2514.8,6,1955,18,3,0,1,1
3508.38,23,854,17,2,0,2,1
4837.13,11,458,21,2,0,5,1
669.99,18,545,28,0,0,3,1
549.9,6,520,13,3,0,1,0
331.35,9,1491,1,4,0,2,0
3035.35,15,1580,1,2,1,5,1
3677.38,2,1569,15,2,0,2,1
96.29,9,549,1,1,1,3,1
8256.58,5,1517,6,0,1,1,0
160.11,17,25,25,2,1,1,1
2338.05,17,1604,26,2,1,1,1
3703.92,4,252,13,4,1,0,1
6143.11,20,1983,27,4,1,1,1
3756.2,6,1240,28,1,1,4,1
4854.35,1,921,1,1,1,0,1
1244.05,10,1304,5,1,0,5,0
5059.36,12,770,9,4,1,0,1
250.52,22,1812,25,4,1,0,1
6756.15,4,714,17,0,1,0,1
2379.52,5,1880,16,3,0,2,1
5099.69,23,1763,8,3,1,4,1
1806.18,13,124,17,0,0,3,1
3094.92,11,1613,15,3,1,1,1
2242.19,3,1332,24,4,1,0,1
3945.71,22,1870,1,3,0,3,1
255.46,5,1516,12,4,1,2,1
186.75,9,406,5,0,0,3,0
851.48,17,403,24,1,0,0,0
521.43,14,1108,6,0,1,5,1
6162.11,7,987,25,3,1,4,1
742.36,8,1515,1,4,0,3,1
11172.31,4,1136,25,3,0,0,1
1232.47,9,306,1,3,1,0,1
603.11,19,1011,10,1,1,1,0
4677.64,5,187,10,3,1,5,1
3225.05,15,1248,3,1,0,1,0
2068.64,23,976,17,4,1,5,1
2431.49,2,324,19,4,0,4,1
3810.36,9,1072,28,1,1,1,1
778.08,10,268,11,0,0,4,0
16825.89,10,1749,29,4,0,2,1
11041.92,16,16,18,0,1,2,1
3152.26,3,58,2,4,0,5,1
667.72,3,1571,9,4,0,5,1
3420.44,16,170,24,2,0,1,1
224.81,8,1902,17,3,0,2,1
93.4,18,185,28,3,0,3,1
893.94,4,1624,14,0,1,3,1
1863.17,21,1035,4,3,1,3,1
6081.06,23,1010,29,0,0,2,0
3896.71,5,1928,17,4,1,3,1
4072.61,2,464,17,2,0,4,1
1662.73,21,1961,12,2,0,0,0
1273.65,0,1677,28,4,1,5,1
1391.06,19,285,20,1,0,1,0
13182.19,21,507,18,1,0,4,1
122.81,15,1662,3,3,0,3,1
6052.93,22,685,11,0,1,0,0
2593.06,10,1833,25,2,1,1,1
1732.05,12,1061,18,3,0,4,1
3875.76,9,1366,4,4,0,1,0
2000.5,2,1034,17,2,0,5,1
6200.72,8,1221,18,0,0,2,0
6928.89,11,65,5,0,0,3,0
1643.1,22,556,14,1,1,4,1
972.32,13,1145,10,3,1,4,1
2692.04,0,1831,15,4,1,0,1
7303.67,17,1343,1,2,1,0,1
709.68,16,45,16,0,0,0,0
2926.26,8,448,11,2,0,1,0
2995.43,8,1762,23,4,1,3,1
3962.79,22,1625,20,2,1,1,1
423.2,9,1859,6,3,0,3,1
3774.49,18,604,24,1,1,4,1
7191.76,14,1610,29,2,0,1,1
594.19,4,1358,22,1,0,1,1
813.63,14,1673,16,4,0,1,1
10662.53,19,316,2,1,1,2,1
598.93,22,1567,1,2,1,5,1
5780.37,1,1761,24,2,1,3,1
2033.46,12,628,24,0,1,3,1
851.99,23,1142,9,2,1,1,1
6138.02,15,1405,22,1,0,2,0
1768.01,14,366,12,0,1,1,0
2169.69,9,190,17,2,0,3,1
1335.27,13,1389,25,2,0,5,1
2696.46,9,1709,28,4,0,5,1
535.67,13,77,29,0,1,4,1
1488.21,22,301,15,4,1,2,1
10461.47,8,701,19,4,1,5,1
895.76,13,190,27,4,1,2,1
3207.77,2,1499,22,3,1,1,1
1179.97,19,443,10,4,1,4,1
4454.68,15,1497,29,1,1,3,1
420.8,1,1714,26,2,1,5,1
10501.83,9,923,27,3,0,5,1
1814.25,2,1567,12,4,1,0,1
807.76,10,75,14,2,0,3,1
229.01,10,1054,9,0,0,5,0
558.11,20,1645,27,0,0,5,1
2200.5,20,393,13,2,0,3,1
1232.96,21,1845,3,1,1,4,1
5296.23,12,1648,21,2,1,2,1
1691.03,6,1592,29,2,0,3,1
857.91,22,48,14,3,0,2,0
2880.3,16,1318,21,0,0,4,1
3680.47,1,831,10,0,1,4,1
548.32,11,611,16,4,0,1,1
550.4,9,1630,7,2,0,0,0
112.08,17,794,4,2,1,4,1
3999.99,21,1369,27,1,0,4,1
3270.19,10,1221,20,0,1,2,1
1930.96,15,680,23,1,1,4,1
5576.98,16,1276,25,3,0,3,1
4914.59,18,1106,11,4,0,1,0
2640.99,17,488,16,1,0,1,0
6081.03,2,570,20,0,1,3,1
691.42,20,110,4,3,1,5,1
356.08,15,523,22,2,1,4,1
943.1,5,1789,22,3,0,0,1
176.34,11,185,23,1,0,4,1
2272.54,10,247,17,0,0,1,0
8275.14,14,919,13,1,0,0,0
120.42,14,1092,11,2,0,5,1
390.7,15,1898,3,2,0,2,0
1805.53,9,1132,9,0,1,2,0
8148.63,11,1987,6,4,1,4,1
1140.08,12,880,22,3,1,4,1
2123.17,3,1987,21,3,0,0,1
127.39,6,504,11,2,1,0,1
481.71,21,956,16,1,1,5,1
12944.25,1,1547,19,1,1,4,1
10067.41,14,764,27,4,0,1,1
14.86,7,1330,5,1,0,2,0
9097.92,6,220,14,3,1,5,1
3057.63,14,1156,17,1,0,0,0
6073.0,22,1262,3,4,0,1,0
1819.48,13,1627,4,3,0,4,1
2174.51,7,1689,16,1,0,3,1
2013.26,11,1421,16,3,1,0,1
3297.62,12,149,21,2,0,5,1
451.25,10,550,26,2,1,3,1
91.3,16,1424,25,2,1,1,1
1104.2,16,279,4,1,0,2,0
3659.1,23,1792,19,4,0,1,1
676.39,3,1045,26,3,0,2,1
3357.36,20,1900,17,0,1,1,1
10510.89,7,1422,13,2,1,0,1
295.82,4,1370,26,2,1,0,1
3349.74,15,515,22,0,1,5,1
1759.61,3,1139,23,0,1,3,1
6078.09,21,41,26,1,1,1,1
584.94,14,1107,24,3,1,1,1
3539.07,11,1204,28,2,0,3,1
5462.61,4,1882,1,4,1,4,1
8680.3,22,1102,12,1,1,5,1
3448.91,15,822,4,1,1,1,0
